Date,Active Device Installs,Notes
2026-01-10,4786,
2026-01-11,4782,
2026-01-12,4752,
2026-01-13,4814,
2026-01-14,4784,
2026-01-15,4763,
2026-01-16,4775,
2026-01-17,4793,
2026-01-18,4818,
2026-01-19,4810,
2026-01-20,4833,
2026-01-21,4811,
2026-01-22,4825,
2026-01-23,4864,
2026-01-24,4838,
2026-01-25,4821,
2026-01-26,4849,
2026-01-27,4859,
2026-01-28,4856,
2026-01-29,4922,
2026-01-30,4933,
2026-01-31,4953,
2026-02-01,4963,
2026-02-02,4997,
2026-02-03,5035,
2026-02-04,5041,
2026-02-05,5002,
2026-02-06,5042,
2026-02-07,5053,
2026-02-08,5048,
2026-02-09,5085,
2026-02-10,5045,
2026-02-11,5071,
2026-02-12,5082,
2026-02-13,5058,
2026-02-14,5046,
2026-02-15,5088,
2026-02-16,5079,
2026-02-17,5101,
2026-02-18,5070,
2026-02-19,5126,
2026-02-20,5085,
2026-02-21,5084,
2026-02-22,5136,
2026-02-23,5123,
2026-02-24,5103,
2026-02-25,5132,
2026-02-26,5112,
2026-02-27,5162,
2026-02-28,5101,
2026-03-01,5171,
2026-03-02,5138,
2026-03-03,5151,
2026-03-04,5115,
2026-03-05,5182,
2026-03-06,5152,
2026-03-07,5180,
2026-03-08,5165,
2026-03-09,5184,
2026-03-10,5197,
2026-03-11,5196,
2026-03-12,5203,
2026-03-13,5253,"Change in reporting data: We've updated our acquisition and install metrics to: <ul> <li> include all account types, such as supervised and enterprise accounts </li> <li> filter out more spam accounts </li> <li> more accurately count devices with multiple users </li> <li> more accurately count users with multiple devices </li> <li> better detect device deactivations and reactivations </li> </ul> You may see a change in your metrics from this date as a result of this update."
2026-03-14,5226,
2026-03-15,5249,
2026-03-16,5323,
2026-03-17,5234,
2026-03-18,5212,
2026-03-19,5260,
2026-03-20,5279,
2026-03-21,5312,
2026-03-22,5289,
2026-03-23,5364,
2026-03-24,5392,
2026-03-25,5381,
2026-03-26,5388,
2026-03-27,5387,
2026-03-28,5361,
2026-03-29,5360,
2026-03-30,5360,
2026-03-31,5393,
2026-04-01,5371,
2026-04-02,5421,
2026-04-03,5405,
2026-04-04,5384,
2026-04-05,5431,
2026-04-06,5421,
2026-04-07,5474,
2026-04-08,5494,
2026-04-09,5472,
2026-04-10,5511,
2026-04-11,5455,
2026-04-12,5473,
2026-04-13,5531,
2026-04-14,5541,
2026-04-15,5482,
2026-04-16,5517,
2026-04-17,5514,
2026-04-18,5503,
2026-04-19,5554,
2026-04-20,5555,
2026-04-21,5608,
2026-04-22,5534,
2026-04-23,5532,
2026-04-24,5587,
2026-04-25,5609,
2026-04-26,5664,
2026-04-27,5630,
2026-04-28,5601,
2026-04-29,5621,
2026-04-30,5635,
2026-05-01,5667,
2026-05-02,5637,
2026-05-03,5686,
2026-05-04,5726,
2026-05-05,5713,
2026-05-06,5708,
2026-05-07,5690,
2026-05-08,5733,
2026-05-09,5719,
2026-05-10,5704,
2026-05-11,5744,
2026-05-12,5815,
2026-05-13,5767,
2026-05-14,5850,
2026-05-15,5859,
2026-05-16,5825,
2026-05-17,5827,
2026-05-18,5804,
2026-05-19,5832,
2026-05-20,5869,
2026-05-21,5874,
2026-05-22,5855,
2026-05-23,5807,
2026-05-24,5858,
2026-05-25,6098,
2026-05-26,6038,
2026-05-27,6071,
2026-05-28,6059,
2026-05-29,6066,
2026-05-30,6054,
2026-05-31,6109,
2026-06-01,6113,
2026-06-02,6120,
2026-06-03,6112,
2026-06-04,6113,
2026-06-05,6162,
2026-06-06,6085,
2026-06-07,6117,
2026-06-08,6144,
2026-06-09,6142,
2026-06-10,6114,
2026-06-11,6158,
2026-06-12,6115,
2026-06-13,6171,
2026-06-14,6064,
2026-06-15,6099,
2026-06-16,6149,
2026-06-17,6193,
2026-06-18,6149,
2026-06-19,6184,
2026-06-20,6216,
2026-06-21,6210,
2026-06-22,6158,
2026-06-23,6231,
2026-06-24,6213,
2026-06-25,6223,
2026-06-26,6198,
2026-06-27,6251,
2026-06-28,6217,
2026-06-29,6185,
2026-06-30,6242,
2026-07-01,6199,
2026-07-02,6215,
2026-07-03,6217,
2026-07-04,6195,
2026-07-05,6302,
2026-07-06,6240,
2026-07-07,6288,
2026-07-08,6258,
2026-07-09,6273,
2026-07-10,6228,
2026-07-11,6269,
2026-07-12,6265,
2026-07-13,6263,
2026-07-14,6259,
2026-07-15,0,
2026-07-16,6284,
2026-07-17,6336,
2026-07-18,6317,
