Date,Active Device Installs,Notes
2022-08-05,1525,
2022-08-06,1551,
2022-08-07,1542,
2022-08-08,1548,
2022-08-09,1552,
2022-08-10,1537,
2022-08-11,1525,
2022-08-12,1530,
2022-08-13,1535,
2022-08-14,1538,
2022-08-15,1566,
2022-08-16,1561,
2022-08-17,1558,
2022-08-18,1548,
2022-08-19,1567,
2022-08-20,1558,
2022-08-21,1573,
2022-08-22,1555,
2022-08-23,1570,
2022-08-24,1564,
2022-08-25,1586,
2022-08-26,1593,
2022-08-27,1561,
2022-08-28,1585,
2022-08-29,1570,
2022-08-30,1587,
2022-08-31,1617,
2022-09-01,1617,
2022-09-02,1637,
2022-09-03,1621,
2022-09-04,1596,
2022-09-05,1607,
2022-09-06,1593,
2022-09-07,1596,
2022-09-08,1600,
2022-09-09,1625,
2022-09-10,1630,
2022-09-11,1612,
2022-09-12,1617,
2022-09-13,1625,
2022-09-14,1616,
2022-09-15,1631,
2022-09-16,1628,
2022-09-17,1627,
2022-09-18,1625,
2022-09-19,1621,
2022-09-20,1638,
2022-09-21,1626,
2022-09-22,1638,
2022-09-23,1652,
2022-09-24,1648,
2022-09-25,1638,
2022-09-26,1627,
2022-09-27,1637,
2022-09-28,1636,
2022-09-29,1662,
2022-09-30,1645,
2022-10-01,1652,
2022-10-02,1638,
2022-10-03,1647,
2022-10-04,1657,
2022-10-05,1627,
2022-10-06,1654,
2022-10-07,1647,
2022-10-08,1654,
2022-10-09,1638,
2022-10-10,1646,
2022-10-11,1638,
2022-10-12,1650,
2022-10-13,1648,
2022-10-14,1635,
2022-10-15,1665,
2022-10-16,1657,
2022-10-17,1663,
2022-10-18,1647,
2022-10-19,1649,
2022-10-20,1665,
2022-10-21,1668,
2022-10-22,1648,
2022-10-23,1659,
2022-10-24,1644,
2022-10-25,1632,
2022-10-26,1651,
2022-10-27,1668,
2022-10-28,1647,
2022-10-29,1639,
2022-10-30,1637,
2022-10-31,1666,
2022-11-01,1656,
2022-11-02,1668,
2022-11-03,1665,
2022-11-04,1665,
2022-11-05,1662,
2022-11-06,1655,
2022-11-07,1702,
2022-11-08,1684,
2022-11-09,1683,
2022-11-10,1682,
2022-11-11,1681,
2022-11-12,1685,
2022-11-13,1682,
2022-11-14,1685,
2022-11-15,1694,
2022-11-16,1678,
2022-11-17,1666,
2022-11-18,1660,
2022-11-19,1672,
2022-11-20,1670,
2022-11-21,1702,
2022-11-22,1675,
2022-11-23,1658,
2022-11-24,1714,
2022-11-25,1712,
2022-11-26,1684,
2022-11-27,1688,
2022-11-28,1666,
2022-11-29,1674,
2022-11-30,1694,
2022-12-01,1720,
2022-12-02,1699,
2022-12-03,1714,
2022-12-04,1691,
2022-12-05,1665,
2022-12-06,1684,
2022-12-07,1675,
2022-12-08,1678,
2022-12-09,1699,
2022-12-10,1691,
2022-12-11,1701,
2022-12-12,1692,
2022-12-13,1679,
2022-12-14,1688,
2022-12-15,1704,
2022-12-16,1688,
2022-12-17,1698,
2022-12-18,1693,
2022-12-19,1710,
2022-12-20,1714,
2022-12-21,1679,
2022-12-22,1673,
2022-12-23,1704,
2022-12-24,1727,
2022-12-25,1714,
2022-12-26,1691,
2022-12-27,1678,
2022-12-28,1687,
2022-12-29,1716,
2022-12-30,1697,
2022-12-31,1700,
2023-01-01,1679,
2023-01-02,1706,
2023-01-03,1694,
2023-01-04,1712,
2023-01-05,1734,
2023-01-06,1726,
2023-01-07,1731,
2023-01-08,1711,
2023-01-09,1708,
2023-01-10,1721,
2023-01-11,1726,
2023-01-12,1716,
2023-01-13,1700,
2023-01-14,1682,
2023-01-15,1707,
2023-01-16,1718,
2023-01-17,1698,
2023-01-18,1681,
2023-01-19,1703,
2023-01-20,1716,
2023-01-21,1725,
2023-01-22,1713,
2023-01-23,1725,
2023-01-24,1688,
2023-01-25,1725,
2023-01-26,1717,
2023-01-27,1739,
2023-01-28,1741,
2023-01-29,1754,
2023-01-30,1748,
2023-01-31,1750,
2023-02-01,1763,
2023-02-02,1755,
2023-02-03,1752,
2023-02-04,1757,
2023-02-05,1765,
2023-02-06,1809,
2023-02-07,1791,
2023-02-08,1791,
2023-02-09,1800,
2023-02-10,1819,
2023-02-11,1813,
2023-02-12,1804,
2023-02-13,1810,
2023-02-14,1831,
2023-02-15,1814,
2023-02-16,1829,
2023-02-17,1833,
2023-02-18,1820,
2023-02-19,1823,
2023-02-20,1855,
2023-02-21,1829,
2023-02-22,1836,
2023-02-23,1835,
2023-02-24,1816,
2023-02-25,1868,
2023-02-26,1860,
2023-02-27,1853,
2023-02-28,1865,
2023-03-01,1840,
2023-03-02,1879,
2023-03-03,1834,
2023-03-04,1830,
2023-03-05,1859,
2023-03-06,1864,
2023-03-07,1868,
2023-03-08,1853,
2023-03-09,1870,
2023-03-10,1849,
2023-03-11,1843,
2023-03-12,1837,
2023-03-13,1838,
2023-03-14,1811,
2023-03-15,1798,
2023-03-16,1831,
2023-03-17,1822,
2023-03-18,1820,
2023-03-19,1791,
2023-03-20,1846,
2023-03-21,1840,
2023-03-22,1814,
2023-03-23,1821,
2023-03-24,1819,
2023-03-25,1824,
2023-03-26,1819,
2023-03-27,1808,
2023-03-28,1810,
2023-03-29,1790,
2023-03-30,1800,
2023-03-31,1803,
2023-04-01,1816,
2023-04-02,1806,
2023-04-03,1819,
2023-04-04,1814,
2023-04-05,1812,
2023-04-06,1797,
2023-04-07,1821,
2023-04-08,1803,
2023-04-09,1807,
2023-04-10,1805,
2023-04-11,1762,
2023-04-12,1779,
2023-04-13,1815,
2023-04-14,1783,
2023-04-15,1780,
2023-04-16,1781,
2023-04-17,1775,
2023-04-18,1782,
2023-04-19,1791,
2023-04-20,1813,
2023-04-21,1772,
2023-04-22,1821,
2023-04-23,1780,
2023-04-24,1736,
2023-04-25,1803,
2023-04-26,1797,
2023-04-27,1798,
2023-04-28,1783,
2023-04-29,1810,
2023-04-30,1797,
2023-05-01,1794,
2023-05-02,1781,
2023-05-03,1819,
2023-05-04,1800,
2023-05-05,1815,
2023-05-06,1797,
2023-05-07,1777,
2023-05-08,1788,
2023-05-09,1816,
2023-05-10,1792,
2023-05-11,1783,
2023-05-12,1781,
2023-05-13,1792,
2023-05-14,1769,
2023-05-15,1761,
2023-05-16,1774,
2023-05-17,1772,
2023-05-18,1763,
2023-05-19,1765,
2023-05-20,1736,
2023-05-21,1761,
2023-05-22,1765,
2023-05-23,1746,
2023-05-24,1740,
2023-05-25,1715,
2023-05-26,1753,
2023-05-27,1748,
2023-05-28,1745,
2023-05-29,1730,
2023-05-30,1752,
2023-05-31,1738,
2023-06-01,1731,
2023-06-02,1730,
2023-06-03,1712,
2023-06-04,1673,
2023-06-05,1712,
2023-06-06,1686,
2023-06-07,1677,
2023-06-08,1659,
2023-06-09,1687,
2023-06-10,1675,
2023-06-11,1697,
2023-06-12,1681,
2023-06-13,1653,
2023-06-14,1673,
2023-06-15,1657,
2023-06-16,1654,
2023-06-17,1677,
2023-06-18,1635,
2023-06-19,1624,
2023-06-20,1659,
2023-06-21,1639,
2023-06-22,1658,
2023-06-23,1652,
2023-06-24,1665,
2023-06-25,1681,
2023-06-26,1656,
2023-06-27,1670,
2023-06-28,1669,
2023-06-29,1655,
2023-06-30,1666,
2023-07-01,1672,
2023-07-02,1654,
2023-07-03,1656,
2023-07-04,1659,
2023-07-05,1646,
2023-07-06,1658,
2023-07-07,1626,
2023-07-08,1668,
2023-07-09,1658,
2023-07-10,1636,
2023-07-11,1656,
2023-07-12,1669,
2023-07-13,1647,
2023-07-14,1652,
2023-07-15,1664,
2023-07-16,1625,
2023-07-17,1640,
2023-07-18,1624,
2023-07-19,1637,
2023-07-20,1625,
2023-07-21,1615,
2023-07-22,1633,
2023-07-23,1615,
2023-07-24,1609,
2023-07-25,1637,
2023-07-26,1622,
2023-07-27,1628,
2023-07-28,1625,
2023-07-29,1619,
2023-07-30,1617,
2023-07-31,1604,
2023-08-01,1623,
2023-08-02,1619,
2023-08-03,1610,
2023-08-04,1617,
2023-08-05,1637,
2023-08-06,1626,
2023-08-07,1604,
2023-08-08,1622,
2023-08-09,1588,
2023-08-10,1596,
2023-08-11,1635,
2023-08-12,1592,
2023-08-13,1603,
2023-08-14,1616,
2023-08-15,1628,
2023-08-16,1609,
2023-08-17,1621,
2023-08-18,1601,
2023-08-19,1620,
2023-08-20,1582,
2023-08-21,1583,
2023-08-22,1591,
2023-08-23,1601,
2023-08-24,1588,
2023-08-25,1599,
2023-08-26,1601,
2023-08-27,1580,
2023-08-28,1605,
2023-08-29,1582,
2023-08-30,1570,
2023-08-31,1596,
2023-09-01,1603,
2023-09-02,1603,
2023-09-03,1566,
2023-09-04,1593,
2023-09-05,1571,
2023-09-06,1549,
2023-09-07,1581,
2023-09-08,1584,
2023-09-09,1584,
2023-09-10,1595,
2023-09-11,1584,
2023-09-12,1583,
2023-09-13,1551,
2023-09-14,1567,
2023-09-15,1555,
2023-09-16,1549,
2023-09-17,1560,
2023-09-18,1544,
2023-09-19,1538,
2023-09-20,1551,
2023-09-21,1533,
2023-09-22,1555,
2023-09-23,1548,
2023-09-24,1532,
2023-09-25,1540,
2023-09-26,1552,Rollout of release: Started rollout of 0.12.1 at 100%. Rollout of release: Started rollout of 0.12.0 at 100%.
2023-09-27,1528,
2023-09-28,1529,
2023-09-29,1530,
2023-09-30,1545,
2023-10-01,1549,
2023-10-02,1527,
2023-10-03,1536,
2023-10-04,1533,
2023-10-05,1525,
2023-10-06,1532,
2023-10-07,1527,
2023-10-08,1513,Rollout of release: Started rollout of 0.12.1b3 at 10%.
2023-10-09,1525,
2023-10-10,1530,
2023-10-11,1524,
2023-10-12,1535,
2023-10-13,1559,Rollout of release: Halted rollout of 0.12.1b3. Rollout of release: Started rollout of 32 (0.12.1b4) at 100%. Rollout of release: Started rollout of 0.12.1b5 at 100%. Rollout of release: Started rollout of 0.12.1 at 100%.
2023-10-14,1560,
2023-10-15,1554,
2023-10-16,1571,
2023-10-17,1597,
2023-10-18,1617,
2023-10-19,1586,
2023-10-20,1632,
2023-10-21,1607,
2023-10-22,1605,
2023-10-23,1609,
2023-10-24,1627,
2023-10-25,1620,
2023-10-26,1631,
2023-10-27,1651,
2023-10-28,1643,
2023-10-29,1697,
2023-10-30,1693,
2023-10-31,1693,
2023-11-01,1662,
2023-11-02,1667,
2023-11-03,1703,
2023-11-04,1713,
2023-11-05,1708,
2023-11-06,1697,
2023-11-07,1709,
2023-11-08,1715,
2023-11-09,1709,
2023-11-10,1684,
2023-11-11,1737,
2023-11-12,1711,
2023-11-13,1720,
2023-11-14,1718,
2023-11-15,1750,
2023-11-16,1722,
2023-11-17,1745,
2023-11-18,1751,
2023-11-19,1758,
2023-11-20,1727,
2023-11-21,1757,
2023-11-22,1753,
2023-11-23,1737,
2023-11-24,1758,
2023-11-25,1780,
2023-11-26,1760,
2023-11-27,1742,
2023-11-28,1776,
2023-11-29,1735,
2023-11-30,1757,
2023-12-01,1779,
2023-12-02,1758,
2023-12-03,1746,
2023-12-04,1773,
2023-12-05,1742,
2023-12-06,1782,
2023-12-07,1785,
2023-12-08,1797,
2023-12-09,1767,
2023-12-10,1776,
2023-12-11,1797,
2023-12-12,1803,
2023-12-13,1774,
2023-12-14,1826,
2023-12-15,1802,
2023-12-16,1794,
2023-12-17,1806,
2023-12-18,1824,
2023-12-19,1829,
2023-12-20,1826,
2023-12-21,1828,
2023-12-22,1827,
2023-12-23,1810,
2023-12-24,1858,
2023-12-25,1843,
2023-12-26,1851,
2023-12-27,1861,
2023-12-28,1840,
2023-12-29,1849,
2023-12-30,1859,
2023-12-31,1852,
2024-01-01,1859,
2024-01-02,1866,
2024-01-03,1881,
2024-01-04,1889,
2024-01-05,1891,
2024-01-06,1912,
2024-01-07,1881,
2024-01-08,1893,
2024-01-09,1908,
2024-01-10,1910,
2024-01-11,1942,
2024-01-12,1897,
2024-01-13,1898,
2024-01-14,1907,
2024-01-15,1915,
2024-01-16,1941,
2024-01-17,1912,
2024-01-18,1940,
2024-01-19,1974,
2024-01-20,1973,
2024-01-21,1974,
2024-01-22,1971,
2024-01-23,1990,
2024-01-24,1986,
2024-01-25,1983,
2024-01-26,1991,
2024-01-27,2038,
2024-01-28,2029,
2024-01-29,2034,
2024-01-30,2037,
2024-01-31,2013,
2024-02-01,2049,
2024-02-02,2055,
2024-02-03,2048,
2024-02-04,2077,
2024-02-05,2085,
2024-02-06,2083,
2024-02-07,2086,
2024-02-08,2093,
2024-02-09,2083,
2024-02-10,2104,
2024-02-11,2117,
2024-02-12,2129,
2024-02-13,2117,
2024-02-14,2172,
2024-02-15,2136,
2024-02-16,2179,
2024-02-17,2180,
2024-02-18,2173,
2024-02-19,2163,
2024-02-20,2160,
2024-02-21,2202,
2024-02-22,2197,
2024-02-23,2187,
2024-02-24,2165,
2024-02-25,2176,
2024-02-26,2184,
2024-02-27,2137,
2024-02-28,2181,
2024-02-29,2195,
2024-03-01,2186,
2024-03-02,2221,
2024-03-03,2192,
2024-03-04,2205,
2024-03-05,2196,
2024-03-06,2190,
2024-03-07,2221,
2024-03-08,2242,
2024-03-09,2212,
2024-03-10,2208,
2024-03-11,2183,
2024-03-12,2226,
2024-03-13,2237,
2024-03-14,2214,
2024-03-15,2212,
2024-03-16,2218,
2024-03-17,2228,
2024-03-18,2209,
2024-03-19,2259,
2024-03-20,2226,
2024-03-21,2232,
2024-03-22,2191,
2024-03-23,2228,
2024-03-24,2203,
2024-03-25,2201,
2024-03-26,2216,
2024-03-27,2208,
2024-03-28,2208,
2024-03-29,2202,
2024-03-30,2245,
2024-03-31,2232,
2024-04-01,2249,
2024-04-02,2226,
2024-04-03,2243,
2024-04-04,2226,
2024-04-05,2237,
2024-04-06,2218,
2024-04-07,2244,
2024-04-08,2251,
2024-04-09,2239,
2024-04-10,2245,
2024-04-11,2245,
2024-04-12,2277,
2024-04-13,2265,
2024-04-14,2264,
2024-04-15,2270,
2024-04-16,2278,
2024-04-17,2248,
2024-04-18,2275,
2024-04-19,2264,
2024-04-20,2241,
2024-04-21,2273,
2024-04-22,2262,
2024-04-23,2270,
2024-04-24,2262,
2024-04-25,2271,
2024-04-26,2285,
2024-04-27,2283,
2024-04-28,2256,
2024-04-29,2296,
2024-04-30,2239,
2024-05-01,2295,
2024-05-02,2284,
2024-05-03,2263,
2024-05-04,2291,
2024-05-05,2264,
2024-05-06,2316,
2024-05-07,2284,
2024-05-08,2274,
2024-05-09,2308,
2024-05-10,2293,
2024-05-11,2301,
2024-05-12,2301,
2024-05-13,2257,
2024-05-14,2283,
2024-05-15,2311,
2024-05-16,2282,
2024-05-17,2344,
2024-05-18,2344,
2024-05-19,2326,
2024-05-20,2327,
2024-05-21,2340,
2024-05-22,2323,
2024-05-23,2346,
2024-05-24,2313,
2024-05-25,2299,
2024-05-26,2318,
2024-05-27,2306,
2024-05-28,2312,
2024-05-29,2344,
2024-05-30,2305,
2024-05-31,2343,
2024-06-01,2349,
2024-06-02,2313,
2024-06-03,2352,
2024-06-04,2345,
2024-06-05,2337,
2024-06-06,2379,
2024-06-07,2367,
2024-06-08,2346,
2024-06-09,2325,
2024-06-10,2331,
2024-06-11,2370,
2024-06-12,2341,
2024-06-13,2342,
2024-06-14,2348,
2024-06-15,2368,
2024-06-16,2379,
2024-06-17,2335,
2024-06-18,2375,
2024-06-19,2336,
2024-06-20,2348,
2024-06-21,2354,
2024-06-22,2352,
2024-06-23,2344,
2024-06-24,2390,
2024-06-25,2368,
2024-06-26,2335,
2024-06-27,2360,
2024-06-28,2360,
2024-06-29,2368,
2024-06-30,2353,
2024-07-01,2353,
2024-07-02,2356,
2024-07-03,2384,
2024-07-04,2358,
2024-07-05,2404,
2024-07-06,2422,
2024-07-07,2402,
2024-07-08,2423,
2024-07-09,2417,
2024-07-10,2397,
2024-07-11,2407,
2024-07-12,2392,
2024-07-13,2448,
2024-07-14,2435,
2024-07-15,2385,
2024-07-16,2372,
2024-07-17,2409,
2024-07-18,2396,
2024-07-19,2371,
2024-07-20,2450,
2024-07-21,2441,
2024-07-22,2403,
2024-07-23,2438,
2024-07-24,2410,
2024-07-25,2446,
2024-07-26,2395,
2024-07-27,2389,
2024-07-28,2422,
2024-07-29,2445,
2024-07-30,2455,
2024-07-31,2465,
2024-08-01,2492,
2024-08-02,2478,
2024-08-03,2448,
2024-08-04,2443,
2024-08-05,2459,
2024-08-06,2458,
2024-08-07,2458,
2024-08-08,2455,
2024-08-09,2448,
2024-08-10,2453,
2024-08-11,2447,
2024-08-12,2495,
2024-08-13,2472,
2024-08-14,2482,
2024-08-15,2469,
2024-08-16,2446,
2024-08-17,2485,
2024-08-18,2438,
2024-08-19,2445,
2024-08-20,2438,
2024-08-21,2438,
2024-08-22,2472,
2024-08-23,2494,
2024-08-24,2481,
2024-08-25,2509,
2024-08-26,2477,
2024-08-27,2512,
2024-08-28,2508,
2024-08-29,2514,
2024-08-30,2512,
2024-08-31,2492,
2024-09-01,2512,
2024-09-02,2499,
2024-09-03,2526,
2024-09-04,2566,
2024-09-05,2506,
2024-09-06,2518,
2024-09-07,2504,
2024-09-08,2524,
2024-09-09,2557,
2024-09-10,2565,
2024-09-11,2535,
2024-09-12,2559,
2024-09-13,2555,
2024-09-14,2557,
2024-09-15,2560,
2024-09-16,2586,
2024-09-17,2594,
2024-09-18,2607,
2024-09-19,2607,
2024-09-20,2590,
2024-09-21,2622,
2024-09-22,2638,
2024-09-23,2603,
2024-09-24,2645,
2024-09-25,2654,
2024-09-26,2666,
2024-09-27,2683,
2024-09-28,2665,
2024-09-29,2717,
2024-09-30,2711,
2024-10-01,2713,
2024-10-02,2696,
2024-10-03,2697,
2024-10-04,2726,
2024-10-05,2709,
2024-10-06,2680,
2024-10-07,2727,
2024-10-08,2732,
2024-10-09,2730,
2024-10-10,2720,
2024-10-11,2709,
2024-10-12,2704,
2024-10-13,2735,
2024-10-14,2737,
2024-10-15,2724,
2024-10-16,2743,
2024-10-17,2736,
2024-10-18,2723,
2024-10-19,2707,
2024-10-20,2727,
2024-10-21,2734,
2024-10-22,2794,
2024-10-23,2743,
2024-10-24,2755,
2024-10-25,2749,
2024-10-26,2782,
2024-10-27,2800,
2024-10-28,2788,
2024-10-29,2801,
2024-10-30,2797,
2024-10-31,2775,
2024-11-01,2744,
2024-11-02,2748,
2024-11-03,2779,
2024-11-04,2753,
2024-11-05,2776,
2024-11-06,2781,
2024-11-07,2769,
2024-11-08,2781,
2024-11-09,2816,
2024-11-10,2784,
2024-11-11,2788,
2024-11-12,2777,
2024-11-13,2799,
2024-11-14,2793,
2024-11-15,2798,
2024-11-16,2802,
2024-11-17,2816,
2024-11-18,2790,
2024-11-19,2823,
2024-11-20,2831,
2024-11-21,2800,
2024-11-22,2776,
2024-11-23,2819,
2024-11-24,2789,
2024-11-25,2807,
2024-11-26,2799,
2024-11-27,2819,
2024-11-28,2806,
2024-11-29,2828,
2024-11-30,2840,
2024-12-01,2828,
2024-12-02,2855,
2024-12-03,2841,
2024-12-04,2850,
2024-12-05,2860,
2024-12-06,2858,
2024-12-07,2866,
2024-12-08,2854,
2024-12-09,2892,
2024-12-10,2851,
2024-12-11,2880,
2024-12-12,2834,
2024-12-13,2854,
2024-12-14,2900,
2024-12-15,2874,
2024-12-16,2893,
2024-12-17,2863,
2024-12-18,2890,
2024-12-19,2881,
2024-12-20,2874,
2024-12-21,2924,
2024-12-22,2948,
2024-12-23,2924,
2024-12-24,2894,
2024-12-25,2889,
2024-12-26,2918,
2024-12-27,2891,
2024-12-28,2861,
2024-12-29,2897,
2024-12-30,2869,
2024-12-31,2896,
2025-01-01,2917,
2025-01-02,2924,
2025-01-03,2905,
2025-01-04,2895,
2025-01-05,2906,
2025-01-06,2876,
2025-01-07,2926,
2025-01-08,2906,
2025-01-09,2902,
2025-01-10,2915,
2025-01-11,2903,
2025-01-12,2922,
2025-01-13,2904,
2025-01-14,2938,
2025-01-15,2983,
2025-01-16,2933,
2025-01-17,2958,
2025-01-18,2958,
2025-01-19,2910,
2025-01-20,2944,
2025-01-21,2967,
2025-01-22,2966,
2025-01-23,2940,
2025-01-24,2980,
2025-01-25,2943,
2025-01-26,2988,
2025-01-27,2992,
2025-01-28,2974,
2025-01-29,2966,
2025-01-30,2996,
2025-01-31,2996,
2025-02-01,3029,
2025-02-02,3003,
2025-02-03,3007,
2025-02-04,3024,
2025-02-05,3027,
2025-02-06,3040,
2025-02-07,3067,
2025-02-08,3048,
2025-02-09,3076,
2025-02-10,3054,
2025-02-11,3083,
2025-02-12,3044,
2025-02-13,3018,
2025-02-14,2992,
2025-02-15,3004,
2025-02-16,3008,
2025-02-17,3001,
2025-02-18,3005,
2025-02-19,2951,
2025-02-20,2989,
2025-02-21,2992,
2025-02-22,2994,
2025-02-23,3003,
2025-02-24,3004,
2025-02-25,3010,
2025-02-26,3012,
2025-02-27,3040,
2025-02-28,3019,
2025-03-01,3021,
2025-03-02,3007,
2025-03-03,2995,
2025-03-04,2994,
2025-03-05,2996,
2025-03-06,2984,
2025-03-07,3024,
2025-03-08,3020,
2025-03-09,3023,
2025-03-10,3032,
2025-03-11,3033,
2025-03-12,3013,
2025-03-13,3026,
2025-03-14,3090,
2025-03-15,3063,
2025-03-16,3075,
2025-03-17,3031,
2025-03-18,3069,
2025-03-19,3063,
2025-03-20,3054,
2025-03-21,3077,
2025-03-22,3064,
2025-03-23,3069,
2025-03-24,3072,
2025-03-25,3108,
2025-03-26,3113,
2025-03-27,3136,
2025-03-28,3138,
2025-03-29,3135,
2025-03-30,3100,
2025-03-31,3129,
2025-04-01,3121,
2025-04-02,3122,
2025-04-03,3181,
2025-04-04,3144,
2025-04-05,3190,
2025-04-06,3165,
2025-04-07,3170,
2025-04-08,3135,
2025-04-09,3178,
2025-04-10,3179,
2025-04-11,3200,
2025-04-12,3192,
2025-04-13,3205,
2025-04-14,3222,
2025-04-15,3212,
2025-04-16,3222,
2025-04-17,3187,
2025-04-18,3243,
2025-04-19,3218,
2025-04-20,3212,
2025-04-21,3243,
2025-04-22,3261,
2025-04-23,3279,
2025-04-24,3237,
2025-04-25,3247,
2025-04-26,3258,
2025-04-27,3280,
2025-04-28,3295,
2025-04-29,3297,
2025-04-30,3314,
2025-05-01,3297,
2025-05-02,3263,
2025-05-03,3293,
2025-05-04,3317,
2025-05-05,3311,
2025-05-06,3365,
2025-05-07,3342,
2025-05-08,3339,
2025-05-09,3345,
2025-05-10,3325,
2025-05-11,3387,
2025-05-12,3352,
2025-05-13,3332,
2025-05-14,3377,
2025-05-15,3360,
2025-05-16,3389,
2025-05-17,3393,
2025-05-18,3390,
2025-05-19,3386,
2025-05-20,3418,
2025-05-21,3403,
2025-05-22,3433,
2025-05-23,3421,
2025-05-24,3448,
2025-05-25,3448,
2025-05-26,3461,
2025-05-27,3506,
2025-05-28,3424,
2025-05-29,3462,
2025-05-30,3499,
2025-05-31,3462,
2025-06-01,3479,
2025-06-02,3415,
2025-06-03,3482,
2025-06-04,3463,
2025-06-05,3433,
2025-06-06,3449,
2025-06-07,3470,
2025-06-08,3459,
2025-06-09,3485,
2025-06-10,3490,
2025-06-11,3510,
2025-06-12,3536,
2025-06-13,3472,
2025-06-14,3504,
2025-06-15,3514,
2025-06-16,3497,
2025-06-17,3529,
2025-06-18,3529,
2025-06-19,3558,
2025-06-20,3544,
2025-06-21,3585,
2025-06-22,3508,
2025-06-23,3555,
2025-06-24,3518,
2025-06-25,3531,
2025-06-26,3542,
2025-06-27,3584,
2025-06-28,3548,
2025-06-29,3567,
2025-06-30,3578,
2025-07-01,3574,
2025-07-02,3573,
2025-07-03,3580,
2025-07-04,3612,
2025-07-05,3610,
2025-07-06,3631,
2025-07-07,3619,
2025-07-08,3606,
2025-07-09,3634,
2025-07-10,3646,
2025-07-11,3664,
2025-07-12,3642,
2025-07-13,3655,
2025-07-14,3671,
2025-07-15,3647,
2025-07-16,3662,
2025-07-17,3647,
2025-07-18,3654,
2025-07-19,3607,
2025-07-20,3650,
2025-07-21,3651,
2025-07-22,3684,
2025-07-23,3664,
2025-07-24,3661,
2025-07-25,3669,
2025-07-26,3684,
2025-07-27,3700,
2025-07-28,3690,
2025-07-29,3696,
2025-07-30,3705,
2025-07-31,3740,
2025-08-01,3728,
2025-08-02,3729,
2025-08-03,3744,
2025-08-04,3732,
2025-08-05,3754,
2025-08-06,3759,
2025-08-07,3749,
2025-08-08,3764,
2025-08-09,3746,
2025-08-10,3765,
2025-08-11,3791,
2025-08-12,3740,
2025-08-13,3756,
2025-08-14,3764,
2025-08-15,3788,
2025-08-16,3745,
2025-08-17,3770,
2025-08-18,3771,
2025-08-19,3802,
2025-08-20,3782,
2025-08-21,3773,
2025-08-22,3772,
2025-08-23,3786,
2025-08-24,3817,
2025-08-25,3812,
2025-08-26,3791,
2025-08-27,3797,
2025-08-28,3787,
2025-08-29,3842,
2025-08-30,3822,
2025-08-31,3861,
2025-09-01,3843,
2025-09-02,3830,
2025-09-03,3849,
2025-09-04,3890,
2025-09-05,3839,
2025-09-06,3860,
2025-09-07,3897,
2025-09-08,3885,
2025-09-09,3867,
2025-09-10,3903,
2025-09-11,3891,
2025-09-12,3882,
2025-09-13,3906,
2025-09-14,3913,
2025-09-15,3914,
2025-09-16,3904,
2025-09-17,3873,
2025-09-18,3915,
2025-09-19,3910,
2025-09-20,3897,
2025-09-21,3905,
2025-09-22,3924,
2025-09-23,3962,
2025-09-24,3998,
2025-09-25,3965,
2025-09-26,3948,
2025-09-27,3936,
2025-09-28,3967,
2025-09-29,3991,
2025-09-30,4005,
2025-10-01,3977,
2025-10-02,4029,
2025-10-03,3997,
2025-10-04,3982,
2025-10-05,4002,
2025-10-06,4011,
2025-10-07,4008,
2025-10-08,3999,
2025-10-09,4043,
2025-10-10,4043,
2025-10-11,4023,
2025-10-12,4055,
2025-10-13,4072,
2025-10-14,4078,
2025-10-15,4093,
2025-10-16,4097,
2025-10-17,4079,
2025-10-18,4101,
2025-10-19,4128,
2025-10-20,4141,
2025-10-21,4109,
2025-10-22,4116,
2025-10-23,4135,
2025-10-24,4111,
2025-10-25,4144,
2025-10-26,4115,
2025-10-27,4157,
2025-10-28,4123,
2025-10-29,4167,
2025-10-30,4143,
2025-10-31,4186,
2025-11-01,4155,
2025-11-02,4178,
2025-11-03,4233,
2025-11-04,4212,
2025-11-05,4267,
2025-11-06,4227,
2025-11-07,4232,
2025-11-08,4271,
2025-11-09,4240,
2025-11-10,4246,
2025-11-11,4269,
2025-11-12,4252,
2025-11-13,4223,
2025-11-14,4255,
2025-11-15,4258,
2025-11-16,4262,
2025-11-17,4258,
2025-11-18,4246,
2025-11-19,4275,
2025-11-20,4272,
2025-11-21,4325,
2025-11-22,4343,
2025-11-23,4321,
2025-11-24,4316,
2025-11-25,4303,
2025-11-26,4380,
2025-11-27,4349,
2025-11-28,4343,
2025-11-29,4349,
2025-11-30,4341,
2025-12-01,4349,
2025-12-02,4335,
2025-12-03,4380,
2025-12-04,4381,
2025-12-05,4428,
2025-12-06,4444,
2025-12-07,4420,
2025-12-08,4493,
2025-12-09,4448,
2025-12-10,4460,
2025-12-11,4514,
2025-12-12,4506,
2025-12-13,4554,
2025-12-14,4544,
2025-12-15,4541,
2025-12-16,4501,
2025-12-17,4529,
2025-12-18,4606,
2025-12-19,4531,
2025-12-20,4562,
2025-12-21,4595,
2025-12-22,4589,
2025-12-23,4578,
2025-12-24,4614,
2025-12-25,4589,
2025-12-26,4613,
2025-12-27,4630,
2025-12-28,4633,
2025-12-29,4650,
2025-12-30,4651,
2025-12-31,4672,
2026-01-01,4673,
2026-01-02,4704,
2026-01-03,4708,
2026-01-04,4715,
2026-01-05,4729,
2026-01-06,4752,
2026-01-07,4743,
2026-01-08,4773,
2026-01-09,4733,
